theta,ratio above
0.5,1.0
0.525,0.9987868985038415
0.55,0.997573797007683
0.575,0.9971694298422968
0.6,0.9963606955115245
0.625,0.9951475940153659
0.65,0.9951475940153659
0.675,0.9943388596845936
0.7,0.9931257581884351
0.725,0.9919126566922766
0.75,0.9902951880307319
0.775,0.9882733522038011
0.8,0.9878689850384149
0.825,0.9874646178730287
0.8500000000000001,0.9874646178730287
0.875,0.9870602507076426
0.9,0.9850384148807116
0.925,0.9822078447230085
0.95,0.98099474322685
0.9750000000000001,0.9757379700768297
1.0,0.0
