theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9987868985038415
0.575,0.9987868985038415
0.6,0.9979781641730692
0.625,0.9979781641730692
0.65,0.9979781641730692
0.675,0.9979781641730692
0.7,0.997573797007683
0.725,0.997573797007683
0.75,0.9967650626769107
0.775,0.9963606955115245
0.8,0.9963606955115245
0.825,0.9955519611807522
0.8500000000000001,0.9955519611807522
0.875,0.9951475940153659
0.9,0.9943388596845936
0.925,0.9935301253538212
0.95,0.9906995551961181
0.9750000000000001,0.9842296805499393
1.0,0.0
