theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9995956328346138
0.575,0.9991912656692277
0.6,0.9991912656692277
0.625,0.9979781641730692
0.65,0.997573797007683
0.675,0.9971694298422968
0.7,0.9967650626769107
0.725,0.9963606955115245
0.75,0.9947432268499797
0.775,0.9935301253538212
0.8,0.9931257581884351
0.825,0.9923170238576627
0.8500000000000001,0.9911039223615042
0.875,0.9911039223615042
0.9,0.9902951880307319
0.925,0.9894864536999596
0.95,0.9854427820460978
0.9750000000000001,0.9789729073999192
1.0,0.7949858471492115
